cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
6,6,12,4.1,4.7,6,96,AMD Radeon,128,65,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 5 7600X3D 4.1 GHz 6-Core AM5 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
12,,20,2.1,4.9,12,25,Intel UHD Graphics 770,128,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i7 12700 2.1 GHz 12-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Alder Lake,Alder Lake,LGA 1700,DDR5,,1.6,3.6,DDR4,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,64,80,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1240 V5 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
20,20,40,2.2,3.6,5,50,None,1536,135,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E5 2698 V4 2.2 GHz 20-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.5,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,FALSE,Intel Xeon E3 1220 V3 3.1 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,8,3.7,4.4,1,6,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10105 3.7 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
20,,20,2.4,5.3,36,30,Intel Xe Graphics,256,65,TRUE,TRUE,Boxed,3 nm,FALSE,Intel Core Ultra 7 265 2.4 GHz 20-Core LGA1851,Intel,Intel Core Ultra 7,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA 1851,DDR5,,1.8,4.6,,,,,,,,,,,,,,,
8,8,16,2.4,3.1,2,20,None,0,115,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2665 2.4 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,8,3.6,4.9,2,12,None,128,95,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i7 9700KF 3.6 GHz 8-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
64,,128,3.2,5.4,64,256,,,350,TRUE,FALSE,Boxed,"TSMC 4nm FinFET, TSMC 6nm FinFET",TRUE,AMD Ryzen Threadripper PRO 9985WX,AMD,AMD Ryzen Threadripper PRO 9000 WX-Series,AMD Ryzen Threadripper PRO 9000 WX-Series,Zen 5,Shimada Peak,sTR5,DDR5,100-100000722WOF,,,,, 5120 KB,,,,8,,,,Pro 9985WX,,,,
4,4,4,3.6,4,4,0,AMD Radeon R7 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A 10 7860k 3.6 GHz 4-Core FM2+ OEM/Tray,AMD,AMD A10,AMD A10,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
6,6,6,3.5,4.1,6,8,None,0,95,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX-6120 3.5 GHz 6-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Bulldozer,Zambezi,AM3+,,FX-6120,,,,,,,,,,,,,,,,,
24,,32,2,5.8,32,36,None,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i9 14900F 2.0 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,1.5,4.3,DDR4,,,,,,,,,,,,,,
6,6,12,3.7,4.2,3,8,AMD Radeon Vega 7,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 4600G 3.7 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 2,Renoir,AM4,DDR4,AMD Ryzen 5 4600G,,,,,,,,,,,,,,,,,
12,12,24,3.7,5.4,12,64,AMD Radeon,128,65,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 9 PRO 7945 3.7 GHz 12-Core AM5 OEM/Tray,AMD,AMD Ryzen 9 PRO,AMD Ryzen 9 PRO,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
4,4,8,3.7,4,1,10,None,1536,140,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E5 1630 V4 3.7 GHz 4-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.7,1,8,Intel HD Graphics P530,64,80,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Xeon E3 1225 V5 3.3 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,2.8,3.7,1,6,Intel HD Graphics 630,64,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7600T 2.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.7,4.6,3,32,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600X 3.7 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 5 5600X,,,,,,,,,,,6438943,,,,,,
8,0,16,3.8,4.4,0,16.5,None,128,165,FALSE,FALSE,,14 nm,TRUE,Intel Core i7-9800X Skylake X 8-Core 3.8 GHz (4.4 GHz Turbo) LGA 2066 165W BX80673I79800X Desktop Processor,,,Core i7 X-Series,Skylake-X,,LGA 2066,DDR4,,0,0,,0,,0,0,0,4,2018,,,,,,,
8,8,8,4.7,5,8,8,None,0,220,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX 9590 4.7 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4,3,16,None,0,95,FALSE,FALSE,Boxed,14 nm,TRUE,AMD Ryzen 5 1600X 3.6 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,4,3.7,4,4,0,None,0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 860K 3.7 GHz 4-Core FM2+,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
10,10,20,2.4,3.4,5,25,None,1536,90,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 2640 V4 2.4 GHz 10-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,4.7,5,12,Intel UHD Graphics 730,192,60,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i3 14100 3.5 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,,,DDR4,,,,,,,,,,,,,,
8,8,16,3.8,5.1,2,16,Intel UHD Graphics 630,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 10700K Avengers Collector's Edition 3.8 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,8,3,3.5,1,10,None,0,105,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2623 V3 3 GHz 4-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5,2,16,Intel UHD Graphics 630,128,95,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 9900K 3.6 GHz 8-Core LGA1151 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,i9-9900K,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.8,1,15,None,0,130,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2637 V2 3.5 GHz 4-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,TRUE,Intel Core i7 4770K 3.5 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell,LGA 1150,,i7-4770K,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3 1270 V3 3.5 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
8,8,16,3.7,4.3,4,16,None,64,105,FALSE,TRUE,Boxed,12 nm,TRUE,AMD Ryzen 7 2700X 3.7 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,DDR4,115931,,,,,,,,,,,,,,,,,
6,6,12,3.9,4.4,3,16,AMD Radeon Vega 7,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5600G 3.9 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen 5 5600G,,,,,,,,,,,6474407,,,,,,
8,8,16,3.8,4.5,8,5,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 9800X 3.8 GHz 8-Core LGA2066 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,4.3,4.5,1,8,None,64,112,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 7740X 4.3 GHz 4-Core LGA2066,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
2,2,2,3.7,3.9,1,0,AMD Radeon HD 8370D,0,65,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD A4 6300 3.7 GHz 2-Core FM2 OEM/Tray,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
4,4,4,3.2,3.6,1,6,Intel HD Graphics 530,64,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 6500 3.2 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,1357826,,,,,,,,,,,,,,,,,
4,4,8,3.6,4,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3 1271 V3 3.6 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,2.6,3.1,5,15,None,0,80,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2630 V2 2.6 GHz 6-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,FBA_BX80635E52630V2,,,,,,,,,,,,,,,,,
12,12,24,3.5,4.3,6,32,None,1024,180,TRUE,FALSE,Boxed,12 nm,TRUE,AMD Threadripper 2920X 3.5 GHz 12-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,116961,,,,,,,,,,,,,,,,,
4,4,4,2.7,3.5,1,6,Intel HD Graphics 530,64,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 6600T 2.7 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,6,3.7,4.6,5,9,Intel UHD Graphics 630,128,95,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 9600K 3.7 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,6302020,,,,,,
8,8,16,3.8,5.5,8,32,AMD Radeon,192,65,TRUE,FALSE,Boxed,4 nm,TRUE,AMD Ryzen 7 9700X 3.8 GHz 8-Core AM5,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 5,Granite Ridge,AM5,DDR5,9700X,,,,,,,,,,,6589136,AMD Ryzen・・｢ 7 9700X,,,,,
4,4,8,3.7,3.9,1,10,None,0,130,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1620 V2 3.7 GHz 4-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,12,2.5,3,5,15,None,384,80,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2430V2 2.5 GHz 6-Core LGA1356,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA 1356,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,4.5,1,8,Intel HD Graphics P630,64,71,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2144G 3.6 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
10,10,20,2.8,5.2,5,20,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i9 10900F 2.8 GHz 10-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Comet Lake,Comet Lake,LGA 1200,,10900,,,,,,,,,,,,,,,,,
8,8,16,3,3.5,2,20,None,0,140,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1660 V3 3 GHz 8-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,SR2PK,,,,,,,,,,,,,,,,,
6,6,6,3,4.4,5,9,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 9500 3.0 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4,5,15,None,1536,140,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 1650 V4 3.6 GHz 6-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,1358191,,,,,,,,,,,,,,,,,
4,4,8,2.7,3.9,1,8,None,0,45,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 4790T 2.7 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,LYSB00KDMFXJI-CMPTRACCS,,,,,,,,,,,,,,,,,
10,,16,2.5,4.6,5,20,None,192,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i5 13400F 2.5 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake,Raptor Lake,LGA 1700,DDR5,Core i5-13400F,1.8,3.3,DDR4,,,,,,,,6530251,,,,,,
2,2,4,4,4,,4,Intel UHD Graphics 610,128,58,FALSE,FALSE,,14 nm,TRUE,"Intelﾂｮ Pentiumﾂｮ Gold G6400 Processor (4M Cache, 4.00 GHz)",,,Intel Pentium Gold Processor Series,Comet Lake,Comet Lake,LGA 1200,DDR4,,,,,0,,350,1050,,2,2020,6411497,,,2025-07-28T23:30:30.778Z,,,
16,,24,3.4,5.4,24,30,Intel UHD Graphics 770,192,125,TRUE,FALSE,Boxed,10 nm,TRUE,Intel Core i7 13700K 3.4 GHz 16-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Raptor Lake,Raptor Lake,LGA 1700,DDR5,Intel Core i7-13700K,2.5,4.2,DDR4,,,,,,,,6521194,i7-13700K,,,,,
4,4,4,3.1,3.8,4,0,AMD Radeon R7 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A8 Pro 7600B 3.1 GHz 4-Core FM2+ OEM/Tray,AMD,AMD A8,AMD A8,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,3.3,4.5,5,12,None,64,80,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E 2136 3.3 GHz 6-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,2.6,4.4,3,12,Intel UHD Graphics 730,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 11400 2.6 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA 1200,,i5-11400,,,,,,,,,,,6452218,,,,,,
6,6,12,3,4.6,5,18,Intel UHD Graphics 770,128,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i5 12500 3.0 GHz 6-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Alder Lake,Alder Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,,,,,,,
4,4,8,3.6,4,1,8,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,TRUE,Intel Core i7 4790 3.6 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,4,2.9,3.4,1,6,Intel HD Graphics 4000,0,65,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4460S 2.9 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.2,3,99,None,64,95,FALSE,FALSE,OEM/Tray,12 nm,TRUE,AMD Ryzen 5 2600X 3.6 GHz 6-Core AM4 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,DDR4,2600X,,,,,,,,,,,,,,,,,
24,,32,3,5.8,32,36,Intel UHD Graphics 770,192,125,TRUE,FALSE,Boxed,10 nm,TRUE,Intel Core i9 13900K 3.0 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake,Raptor Lake,LGA 1700,DDR5,BX8071513900K,2.2,4.3,DDR4,,,,,,,,6521190,i9-13900K,,,,,
4,4,4,3.1,3.8,1,6,Intel HD Graphics 2500,0,65,FALSE,FALSE,OEM/Tray,22 nm,FALSE,Intel Core i5 3570S 3.1 GHz 4-Core LGA1155 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA 1155,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,3.8,1,10,None,0,130,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 1620 3.6 GHz 4-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,4.3,1,8,None,64,71,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Xeon E 2124 3.3 GHz 4-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,4,5,2,16,Intel UHD Graphics 630,128,127,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9900KS 4 GHz 8-Core LGA1151,Intel,Intel Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,8,3.2,4,8,8,None,0,95,TRUE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX 8 8320E 3.2 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
8,8,16,3.2,3.7,2,20,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 6900K 3.2 GHz 8-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
14,,20,3.5,5.3,20,24,Intel UHD Graphics 770,192,125,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i5 14600K 3.5 GHz 14-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,2.6,4,DDR4,,,,,,,,6560423,,,,,,
8,8,16,2.5,4.9,4,16,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 11700F 2.5 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
6,6,6,3,4.4,5,9,None,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9500F 3.0 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,4.4,5.6,12,128,AMD Radeon,128,120,TRUE,FALSE,Boxed,5 nm,TRUE,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core AM5,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 4,Raphael,AM5,DDR5,AMD Ryzen 9 7900X3D,,,,,,,,,,,6537140,,,,,,
8,8,16,1.8,2.3,2,20,None,0,70,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2650L 1.8 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.4,2,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A 8 A8-9600 3.1 GHz 4-Core AM4,AMD,AMD A8,AMD A8,Excavator,Bristol Ridge,AM4,DDR4,114951,,,,,,,,,,,,,,,,,
8,8,16,2.1,3,2,20,None,1536,85,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E5 2620 V4 2.1 GHz 8-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3 1241 V3 3.5 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
8,8,8,4.4,4.7,8,8,None,0,220,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX 9370 4.4 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
12,12,24,3.7,4.8,6,64,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 9 5900X 3.7 GHz 12-Core AM4,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 9 5900X,,,,,,,,,,,6438942,,,,,,
24,8,32,2,5.2,32,36,None,192,65,FALSE,TRUE,Boxed,Intel 7,TRUE,Intel Core i9-13900F,,,Core i9,Raptor Lake,,LGA 1700,DDR5,,1.5,4.2,DDR4,16,,0,0,0,2,2023,6530245,,,,,,
4,4,8,3.3,3.7,1,8,None,0,80,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3-1230 V3 3.3 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
8,8,16,2.5,5.2,4,16,Intel UHD Graphics 750,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i9 11900 2.5 GHz 8-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.7,2,8,None,0,65,FALSE,TRUE,Boxed,14 nm,FALSE,AMD Ryzen 3 1300X 3.5 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
6,6,12,3.5,3.9,5,12,None,0,130,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1650 V2 OEM/Tray 3.5 GHz 6-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,5.1,2,16,None,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 10700KF 3.8 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
6,6,6,3.7,4.6,5,9,Intel UHD Graphics 630,128,95,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9600K 3.7 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,4,4.2,1,6,None,64,112,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 7640X 4 GHz 4-Core LGA2066,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
