cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
4,4,8,2.9,3.8,1,8,Intel HD Graphics 630,64,35,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 7700T 2.9 GHz 4-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
10,10,20,3,3.5,5,25,None,0,140,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 Extreme 6950X 3 GHz 10-Core LGA2011-3,Intel,Intel Core i7 Extreme,Intel Core i7 Extreme,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.8,1,6,Intel HD Graphics 4600,0,65,FALSE,FALSE,OEM/Tray,22 nm,FALSE,Intel Core i5 4670S 3.1 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
8,8,8,3,4.7,2,12,Intel HD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i7 9700 3.0 GHz 8-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,6347263,,,,,,
4,4,8,2.8,3.6,1,8,Intel HD Graphics 530,64,35,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 6700T 2.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-S,LGA 1151,,SR2L3,,,,,,,,,,,,,,,,,
12,12,24,1.8,2.5,3,30,None,0,65,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2650L V3 1.8 GHz 12-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,16,4.5,5.4,8,32,AMD Radeon,128,105,TRUE,FALSE,Boxed,5 nm,TRUE,AMD Ryzen 7 7700X 4.5 GHz 8-Core AM5,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 4,Raphael,AM5,DDR5,RYZEN 7 7700X,,,,,,,,,,2022,6519477,,,,,,
4,4,4,3.8,4,2,0,None,0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 970 3.8 GHz 4-Core AM4,AMD,AMD Athlon X4,AMD Athlon X4,Excavator,Bristol Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
16,16,32,3.1,4.5,1024,22,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9-9960X,,,Intel Core i9,Skylake-X,,LGA 2066,DDR4,,,,,0,64 KB (instruction) / 64 KB (data) per core,,,,4,2018,,,,,,,
4,4,8,3.6,4,1,8,Intel HD Graphics P530,64,80,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1275 V5 3.6 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,5.3,8,32,AMD Radeon,128,65,TRUE,TRUE,Boxed,5 nm,TRUE,AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core AM5,AMD,AMD Ryzen 7 PRO,AMD Ryzen 7 PRO,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
4,4,8,3.3,4.3,5,12,Intel UHD Graphics 730,128,60,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i3 12100 3.3 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Alder Lake,Alder Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,,,,,,,
16,16,32,4.5,5.7,16,64,AMD Radeon,128,170,TRUE,FALSE,Boxed,5 nm,TRUE,AMD Ryzen 9 7950X 4.5 GHz 16-Core AM5,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 4,Raphael,AM5,DDR5,RYZEN 9 7950X,,,,,,,,,,,6519470,,,,,,
2,2,4,3.7,0,2.5,6,Intel UHD Graphics 710,128,46,FALSE,TRUE,,Intel 7,TRUE,Intel Pentium Gold G7400 Processor,Intel,Pentium Gold,Pentium Gold,Alder Lake,,LGA 1700,DDR5,G7400,0,0,DDR4,0,,300,1.35,16,2,2022,6492596,,,,,,
4,4,4,3.8,4.2,1,6,Intel HD Graphics 630,64,91,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7600K 3.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.3,3.6,5,15,None,64,140,FALSE,FALSE,Boxed,22 nm,TRUE,Intel Core i7 5820K 3.3 GHz 6-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,8,4,4.3,8,8,None,0,125,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX FX FX-8370 4 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,FBA_FD8370FRHKBOX,,,,,,,,,,,,,,,,,
4,4,4,3,3.5,1,8,None,64,80,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Xeon E3 1220 V5 3 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,3.8,4.6,6,64,None,128,105,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 9 3900X 3.8 GHz 12-Core AM4,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 2,Matisse,AM4,DDR4,Ryzen 9 3900X,,,,,,,,,,,6356274,,,,,,
8,8,16,3.6,5,2,16,Intel UHD Graphics 630,128,95,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9900K (Standard Folding Box) 3.6 GHz 8-Core LGA1151,Intel,Intel Core i9,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
2,2,2,3.4,0,1.25,4,Intel UHD Graphics 710,128,46,FALSE,FALSE,OEM/Tray,Intel 7,FALSE,Intel Celeron G6900,,,Celeron,Alder Lake,,LGA 1700,DDR5,BX80715G6900,0,0,DDR4,0,80 KB (per core),300,1300,16,2,2022,,,,,,,
12,12,24,2.3,3.1,3,30,None,0,120,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2670 V3 2.3 GHz 12-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3,3.7,1,6,Intel HD Graphics 4000,0,65,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4590S 3.0 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,i5-4590S,,,,,,,,,,,,,,,,,
24,,32,3.2,6.2,32,36,Intel UHD Graphics 770,192,150,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i9 14900KS 3.2 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,7.35859E+11,2.4,4.5,DDR4,,,,,,,,,,,,,,
6,6,12,3.5,3.7,5,15,None,64,140,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 5930K 3.5 GHz 6-Core LGA2011-3 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
12,,20,2.1,4.9,12,25,None,128,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i7 12700F 2.1 GHz 12-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Alder Lake,Alder Lake,LGA 1700,DDR5,,1.6,3.6,DDR4,,,,,,,,6492586,,,,,,
4,4,4,3.6,4.2,1,6,Intel UHD Graphics 630,64,65,TRUE,TRUE,Boxed,14 nm,FALSE,Intel Core i3 9100 3.6 GHz 4-Core LGA1151,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,i3-9100,,,,,,,,,,,6346672,,,,,,
6,6,6,3.7,4.6,5,12,None,128,95,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 9600KF 3.7 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.7,4,4,0,None,0,95,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD Athlon X4 860K 3.7 GHz 4-Core FM2+ OEM/Tray,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
10,10,20,3,3.6,5,25,None,0,130,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2690 V2 3 GHz 10-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4.4,4,32,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 7 3700X 3.6 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 2,Matisse,AM4,DDR4,Ryzen 7 3700X,,,,,,,,,,,6356277,,,,,,
12,12,24,2.4,3.2,3,30,None,0,115,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2695 V2 2.4 GHz 12-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.8,2,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A10 9700 3.5 GHz 4-Core AM4,AMD,AMD A10,AMD A10,Excavator,Bristol Ridge,AM4,DDR4,114949,,,,,,,,,,,,B961026,,,,,
8,8,8,3,4.7,2,12,None,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i7 9700F 3 GHz 8-Core LGA1151 (OEM/Tray),Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,1,6,Intel HD Graphics 4600,0,88,FALSE,FALSE,Boxed,22 nm,FALSE,Intel Core i5 4690K 3.5 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,3.4,3.7,383,20,None,1536,135,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E5 2643 V4 3.4 GHz 6-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
2,2,2,3.8,4,1,0,AMD Radeon HD 8370D,0,65,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD A4 A4-6320 3.8 GHz 2-Core FM2,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
12,12,24,3.5,4.4,12,25,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 9920X 3.5 GHz 12-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
6,6,12,3.8,5.2,6,32,AMD Radeon,192,65,TRUE,TRUE,Boxed,4 nm,TRUE,AMD Ryzen 5 9600 3.8 GHz 6-Core AM5,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 5,Granite Ridge,AM5,DDR5,,,,,,,,,,,,,,,,,,
4,4,4,4,4.2,4,0,None,0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 880K 4 GHz 4-Core FM2+,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
8,8,16,2,2.8,2,20,None,0,95,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2650 2 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,12,3.7,5,6,32,None,128,65,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 5 7500F 3.7 GHz 6-Core AM5 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
12,12,24,3.8,4.7,6,64,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 9 3900XT 3.8 GHz 12-Core AM4,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 2,Matisse,AM4,DDR4,AMD Ryzen 9 3900XT,,,,,,,,,,,6422514,,,,,,
24,,32,2,5.8,32,36,Intel UHD Graphics 770,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i9 14900 2 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,1.5,4.3,DDR4,,,,,,,,,,,,,,
4,4,8,3.5,4.5,1,8,None,64,71,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E 2134 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.9,4.1,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A10 A10-7870K 3.9 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
8,8,16,3.2,3.7,2,20,None,128,140,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 6900K 3.2 GHz 8-Core OEM/Tray LGA2011-3,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,4,0,AMD Radeon R7 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A-Series A10 Pro 7800B 3.5 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
18,18,36,3,4.4,18,75,None,128,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9980XE 3 GHz 18-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,4,4.4,1,8,Intel HD Graphics 4600,0,88,FALSE,FALSE,Boxed,22 nm,TRUE,Intel Core i7 4790K 4 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,4,3,3.5,1,6,Intel HD Graphics 630,64,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7400 3 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
10,10,20,2.4,3.2,5,25,None,384,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2470V2 2.4 GHz 10-Core LGA1356,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA 1356,,,,,,,,,,,,,,,,,,,
10,,16,2.5,4.7,5,20,None,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i5 14400F 2.5 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,14400F,1.8,3.5,DDR4,,,,,,,,,,,,,,
4,4,8,4.2,4.5,1,8,Intel HD Graphics 630,64,91,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 7700K 4.2 GHz 4-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,1,6,Intel HD Graphics 4600,0,88,FALSE,FALSE,OEM/Tray,22 nm,FALSE,Intel Core i5 4690K 3.5 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,6,2.9,4.1,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9400 2.9 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
24,,32,3,5.8,32,36,None,192,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i9 13900KF 3.0 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake,Raptor Lake,LGA 1700,DDR5,BX8071513900KF,2.2,4.3,DDR4,,,,,,,,6521192,i9-13900KF,,,,,
4,4,8,4.2,4.5,1,8,Intel HD Graphics 630,64,91,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 7700K 4.2 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.6,4,4,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A10 A10-7860k 3.6 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
4,4,8,3.7,4,1,8,None,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1280 V5 3.7 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
20,,28,3.4,5.6,28,33,None,192,125,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i7 14700KF 3.4 GHz 20-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,2.5,4.3,DDR4,,,,,,,,6560421,,,,,,
8,8,16,2.6,3.3,2,20,None,0,115,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2670 2.6 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,BX80621E52670,,,,,,,,,,,,,,,,,
12,12,12,2.6,3.2,12,16,None,0,115,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD Opteron 6344 2.6 GHz 12-Core G34 OEM/Tray,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
10,10,20,3.1,3.5,5,25,None,0,160,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2687W V3 3.1 GHz 10-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
6,6,12,3.4,3.9,5,12,None,0,130,FALSE,FALSE,Boxed,22 nm,TRUE,Intel Core i7 4930K 3.4 GHz 6-Core LGA2011,Intel,Intel Core i7,Intel Core i7,Ivy Bridge,Ivy Bridge-E,LGA 2011,,,,,,,,,,,,,,,,,,,
14,14,28,2.3,3.3,5,35,None,0,120,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2695 V3 2.3 GHz 14-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,16,3.2,3.7,2,20,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 6900K 3.2 GHz 8-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
24,,32,3.2,6,32,36,None,192,125,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i9 14900KF 3.2 GHz 24-Core LGA1700,Intel,Intel Core i9,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,Core・・｢ i9-14900KF,2.4,4.4,DDR4,,,,,,,,,,,,,,
12,12,12,2.6,3.2,12,16,None,0,115,FALSE,FALSE,Boxed,32 nm,FALSE,AMD Opteron 6344 2.6 GHz 12-Core G34,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,OS6344WKTCGHK,,,,,,,,,,,,,,,,,
16,16,32,2.8,4.4,16,22,None,128,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 7960X 2.8 GHz 16-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,3.8,4,2,4,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 3 4100 3.8 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen 2,Renoir-X,AM4,DDR4,AMD Ryzen 3 4100,,,,,,,,,,,,,,,,,
4,4,8,2.5,3.7,1,8,Intel HD Graphics,0,45,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E3 1265L V3 2.5 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,Intel HD Graphics 4600,0,84,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 4770K 3.5 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,2.5,3,5,15,None,0,95,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2640 2.5 GHz 6-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,INT-BX80621E52640,,,,,,,,,,,,,,,,,
8,8,16,3.1,3.8,2,20,None,0,150,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2687W 3.1 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
12,12,24,3.7,5.4,12,32,AMD Radeon,0,65,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC 4464P 3.7 GHz 12-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
4,4,4,3.6,3.9,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A8 7670K 3.6 GHz 4-Core FM2+,AMD,AMD A8,AMD A8,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.8,2,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A 8 A8-7680 3.5 GHz 4-Core FM2+,AMD,AMD A8,AMD A8,Puma+,Carrizo,FM2+,,,,,,,,,,,,,,,,,,,
20,,28,3.4,5.6,28,33,Intel UHD Graphics 770,192,125,TRUE,FALSE,Boxed,7 nm,TRUE,Intel Core i7 14700K 3.4 GHz 20-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,,2.5,4.3,DDR4,,,,,,,,6560420,,,,,,
4,4,8,3.7,4.1,1,8,None,64,72,TRUE,TRUE,Boxed,14 nm,TRUE,Intel Xeon E3 1240 V6 3.7 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,6,3.6,3.9,6,8,None,0,125,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX FX-6130 3.6 GHz 6-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Bulldozer,Zambezi,AM3+,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,4,1,8,Intel HD Graphics P4600,0,84,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3 1276 V3 3.6 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.9,1,6,Intel HD Graphics 530,0,91,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i5 6600K 3.5 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Skylake,Skylake-S,LGA 1151,,416,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,64,72,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1230 V6 3.5 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
2,2,2,3.2,3.4,1,0,AMD Radeon HD 7480D,0,65,FALSE,FALSE,Boxed,32 nm,FALSE,AMD A 4 A4-4020 3.2 GHz 2-Core FM2,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,3.9,1,8,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,TRUE,Intel Core i7 4770 3.4 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
10,10,20,3.7,4.9,,20,None,128,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i5 12600KF 3.7 GHz 10-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Alder Lake,Alder Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,6483680,,,,,,
4,4,4,3.4,3.8,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,OEM/Tray,28 nm,FALSE,AMD A-Series A10 7700K 3.4 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
